Date;Soc Gen CTA Index;Soc Gen CTA Trend Index
13/05/2002;109,2025188;105,8951602
14/05/2002;108,3499747;103,8194033
15/05/2002;108,674808;104,6497509
16/05/2002;108,9983329;105,3306022
17/05/2002;110,1102249;107,3943446
20/05/2002;110,4738088;107,9097301
21/05/2002;110,3107495;107,4895296
22/05/2002;111,2904192;108,9937381
23/05/2002;110,3333216;106,9671085
24/05/2002;110,1928673;107,0312888
27/05/2002;110,2077434;107,0734591
28/05/2002;111,2667296;108,4873641
29/05/2002;112,0737472;109,9514011
30/05/2002;112,6489096;110,9190834
31/05/2002;112,0624594;109,6876597
03/06/2002;113,0009825;111,1687722
04/06/2002;113,6791014;112,0251053
05/06/2002;113,0015739;110,814786
06/06/2002;113,8006081;112,2667922
07/06/2002;113,5489949;112,0421463
10/06/2002;113,1351088;111,235891
11/06/2002;113,2090992;111,5356718
12/06/2002;113,6561619;111,3572147
13/06/2002;113,6299074;111,3572147
14/06/2002;114,600534;114,2192065
17/06/2002;113,398489;111,9238573
18/06/2002;114,6064097;113,9043499
19/06/2002;116,1831647;117,1282987
20/06/2002;116,8009106;117,7951101
21/06/2002;118,5494202;121,1403734
24/06/2002;118,5783463;120,9828909
25/06/2002;118,7195731;121,3097867
26/06/2002;120,907931;125,8343991
27/06/2002;120,2454764;124,1737625
28/06/2002;120,2267182;124,0625028
01/07/2002;119,759998;123,2552281
02/07/2002;120,3712531;124,931869
03/07/2002;119,9373147;124,4445098
04/07/2002;119,5646695;123,7976472
05/07/2002;117,4670269;119,3031736
08/07/2002;119,6863314;123,1930536
09/07/2002;121,036872;125,829385
10/07/2002;122,1637253;128,4466362
11/07/2002;123,1392026;130,2316591
12/07/2002;123,6643913;130,844399
15/07/2002;125,3572332;134,2719989
16/07/2002;125,4147721;134,1516912
17/07/2002;125,1885239;134,0042585
18/07/2002;124,9704455;134,0443258
19/07/2002;126,7204066;137,1408837
22/07/2002;126,4346521;138,1417379
23/07/2002;124,0870135;134,2870308
24/07/2002;126,0546613;137,6313151
25/07/2002;126,0671407;137,8790514
26/07/2002;124,5231964;135,2867874
29/07/2002;122,4074228;130,7280285
30/07/2002;122,9633973;131,6426018
31/07/2002;123,5547283;133,1699193
01/08/2002;124,2984042;135,3540391
02/08/2002;125,6936538;138,3182926
05/08/2002;125,7854101;139,3281544
06/08/2002;124,2486898;135,4133119
07/08/2002;125,0966871;137,0920308
08/08/2002;123,99421;134,8167143
09/08/2002;124,4284377;135,5307036
12/08/2002;125,6938749;137,7809199
13/08/2002;126,2894125;139,0344507
14/08/2002;127,293287;140,6610148
15/08/2002;126,1781978;137,9885962
16/08/2002;125,6310892;136,6358939
19/08/2002;124,9092129;135,5027725
20/08/2002;125,3715019;136,4373351
21/08/2002;125,1058397;136,0823251
22/08/2002;123,8375167;133,5242496
23/08/2002;124,3622163;134,5921765
26/08/2002;124,6843144;135,3192435
27/08/2002;125,2900308;135,5358896
28/08/2002;125,4121886;136,14553
29/08/2002;126,1874868;137,9696078
30/08/2002;126,2683729;138,3145319
02/09/2002;126,5276019;138,9372239
03/09/2002;128,1738525;141,7991918
04/09/2002;127,7859985;142,0829319
05/09/2002;128,4590473;143,9581425
06/09/2002;128,0728994;143,0084506
09/09/2002;127,8144483;142,4648755
10/09/2002;127,3086865;141,4670515
11/09/2002;126,7734808;140,1654132
12/09/2002;127,4669317;141,1331152
13/09/2002;127,6388846;142,0366494
16/09/2002;127,9924444;142,7746718
17/09/2002;127,5105528;141,6616005
18/09/2002;127,5499536;142,0717108
19/09/2002;128,009516;143,1517399
20/09/2002;128,0481749;143,3663244
23/09/2002;128,7911104;145,3588296
24/09/2002;129,2906911;146,3184886
25/09/2002;128,5197308;144,4021553
26/09/2002;127,9763493;143,6079435
27/09/2002;128,4755851;144,7852414
30/09/2002;129,0267453;146,3926471
01/10/2002;128,7858524;145,9383908
02/10/2002;128,2555123;144,8002172
03/10/2002;128,2296046;144,1633859
04/10/2002;128,3200065;144,509378
07/10/2002;129,3143582;146,5460932
08/10/2002;129,0171938;146,2241314
09/10/2002;129,4604969;147,1596734
10/10/2002;128,6922783;145,4379052
11/10/2002;127,675352;143,1696557
14/10/2002;128,127195;144,4150885
15/10/2002;126,4460381;140,414935
16/10/2002;125,9927291;139,4031049
17/10/2002;125,1901554;137,3403572
18/10/2002;125,2349734;137,5047536
21/10/2002;124,461898;135,3046776
22/10/2002;124,4205766;135,4942394
23/10/2002;124,5333016;135,7930042
