Timestamp;MSCI Index;SP500 Index;VTSAX.O;SWPPX.O;VFIAX.O;FXAIX.O;VTIAX.O;VBTLX.O;AGTHX.O;GFACX.O;VWNAX.O;FSPSX.O;SocGenCTA;SocGenCTATrend
31/12/12;1338,5;1426,188;35,65;22,19;131,37;50,49;25,05;11,09;34,35;33,09;52,13;34,28;194,5963364;222,0287251
02/01/13;1367,38;1462,4207;36,57;22,76;134,74;51,78;25,54;11,06;35,16;33,87;53,35;34,87;196,2386269;224,9299864
03/01/13;1364,39;1459,3656;36,51;22,71;134,46;51,67;25,34;11,04;35,1;33,81;53,21;34,58;196,0337538;224,0037247
04/01/13;1370,11;1466,4667;36,71;22,82;135,11;51,92;25,48;11,04;35,26;33,97;53,56;34,75;195,4870157;223,4011547
07/01/13;1366,91;1461,8915;36,6;22,75;134,69;51,76;25,39;11,05;35,2;33,91;53,42;34,64;195,1910483;223,0734252
08/01/13;1362,25;1457,1476;36,5;22,68;134,3;51,61;25,24;11,06;35,09;33,8;53,24;34,43;194,9681401;222,4539503
09/01/13;1367,15;1461,0216;36,62;22,74;134,66;51,75;25,36;11,05;35,23;33,94;53,38;34,62;195,7897359;224,0520595
10/01/13;1378,48;1472,1226;36,87;22,92;135,68;52,14;25,67;11,04;35,5;34,19;53,82;35,06;196,2275217;225,3432715
11/01/13;1381,94;1472,0541;36,87;22,92;135,69;52,15;25,63;11,06;35,51;34,2;53,74;35,09;195,329977;224,3558173
14/01/13;1380,21;1470,6785;36,84;22,9;135,56;52,1;25,68;11,06;35,48;34,17;53,75;35,14;195,4370179;224,6335698
15/01/13;1382,74;1472,3415;36,91;22,92;135,71;52,16;25,63;11,06;35,49;34,18;53,86;35,06;194,8413258;223,4063966
16/01/13;1378,92;1472,6297;36,9;22,93;135,76;52,17;25,53;11,07;35,38;34,07;53,8;34,93;194,6303127;222,6836769
17/01/13;1386,16;1480,9392;37,13;23,06;136,52;52,47;25,74;11,04;35,61;34,3;54,08;35,27;195,3701025;223,8556611
18/01/13;1388,11;1485,9764;37,25;23,14;136,99;52,65;25,73;11,05;35,7;34,38;54,15;35,17;195,543005;224,2747189
22/01/13;1393,62;1492,5579;37,43;23,24;137,6;52,89;25,73;11,06;35,81;34,48;54,36;35,15;196,0068799;225,3503054
23/01/13;1393,04;1494,8075;37,47;23,28;137,81;52,97;25,68;11,06;35,81;34,48;54,38;35,15;195,8808475;225,0034913
24/01/13;1396,14;1494,8153;37,5;23,28;137,82;52,97;25,73;11,05;35,97;34,63;54,58;35,35;196,6925777;226,6655921
25/01/13;1405,47;1502,9584;37,72;23,4;138,57;53,25;25,88;11,01;36,21;34,87;54,84;35,64;196,8715679;226,9904039
28/01/13;1403,04;1500,1751;37,66;23,36;138,32;53,16;25,73;11;36,04;34,7;54,7;35,51;196,6514655;226,2374767
29/01/13;1410,68;1507,8399;37,82;23,48;139,03;53,43;25,95;10,99;36,1;34,75;55,04;35,8;197,5324641;228,0369696
30/01/13;1409,47;1501,9635;37,65;23,4;138,52;53,24;25,91;10,99;36,01;34,67;54,85;35,86;197,4564141;227,8575045
31/01/13;1405,47;1498,1109;37,61;23,34;138,18;53,1;25,89;10,99;35,89;34,55;54,69;35,76;197,5344094;227,9819147
01/02/13;1416,79;1513,1739;37,98;23,57;139,57;53,64;26,07;10,98;36,28;34,93;55,24;35,97;198,9746328;230,7949836
04/02/13;1399,68;1495,7111;37,55;23,3;137,96;53,02;25,7;11;35,83;34,49;54,65;35,37;197,4954553;227,8846588
05/02/13;1405,15;1511,2877;37,93;23,55;139,41;53,58;25,82;10,99;36,2;34,85;55,16;35,53;197,9795167;228,6225494
06/02/13;1408,35;1512,1182;37,98;23,56;139,51;53,62;25,78;11;36,14;34,79;55,22;35,51;197,8864663;228,8200792
07/02/13;1401,92;1509,3937;37,92;23,53;139,31;53,54;25,61;11;36,02;34,68;55,22;35,2;197,1224267;227,2931628
08/02/13;1410,44;1517,9269;38,15;23,66;140,1;53,84;25,74;11;36,32;34,96;55,47;35,42;197,6885623;228,6226006
11/02/13;1405,7;1517,0092;38,12;23,65;140,02;53,81;25,69;11;36,18;34,82;55,47;35,37;197,6636535;228,4440463
12/02/13;1413,83;1519,4273;38,19;23,69;140,25;53,9;25,81;10,99;36,28;34,92;55,68;35,58;198,3867072;230,1493811
13/02/13;1413,81;1520,3314;38,24;23,71;140,4;53,96;25,88;10,97;36,37;35,01;55,61;35,68;198,9737334;230,7719352
14/02/13;1411,59;1521,3809;38,28;23,73;140,52;54;25,77;10,99;36,35;34,99;55,63;35,46;199,1848446;231,2129404
15/02/13;1406,92;1519,7942;38,24;23,71;140,38;53,95;25,72;10,99;36,29;34,92;55,44;35,38;198,789861;230,3768744
19/02/13;1419,81;1530,9417;38,53;23,89;141,43;54,36;25,96;10,98;36,51;35,14;55,83;35,8;199,8006975;232,5513175
20/02/13;1410,01;1511,9544;38,01;23,59;139,68;53,68;25,68;10,98;36,04;34,68;55,17;35,53;199,241855;230,618351
21/02/13;1392,11;1502,4195;37,75;23,45;138,84;53,36;25,37;10,99;35,73;34,38;54,87;34,95;197,3137915;226,2213815
22/02/13;1402,05;1515,6006;38,1;23,66;140,07;53,83;25,66;10,99;36,06;34,7;55,29;35,35;198,0403009;227,9146485
25/02/13;1391,22;1487,8481;37,4;23,23;137,51;52,85;25,26;11,04;35,49;34,15;54,24;34,83;198,1444701;227,6821756
26/02/13;1386,06;1496,9434;37,63;23,37;138,37;53,18;25,35;11,03;35,67;34,32;54,48;34,86;196,2406981;223,4784796
27/02/13;1399,43;1515,9854;38,11;23,67;140,16;53,87;25,61;11,02;36,12;34,75;55,18;35,25;196,8207856;224,4579858
28/02/13;1405,18;1514,6783;38,09;23,65;140,05;53,83;25,58;11,03;36,09;34,72;55,12;35,31;197,7271453;225,9187583
01/03/13;1401,75;1518,2;38,17;23,71;140,38;53,95;25,59;11,04;36,21;34,84;55,32;35,24;198,601297;226,8000674
04/03/13;1404,94;1525,2006;38,34;23,82;141,03;54,2;25,57;11,03;36,38;35;55,64;35,29;198,1677504;226,3108597
05/03/13;1420,25;1539,7925;38,72;24,05;142,38;54,72;25,82;11,03;36,73;35,34;56,19;35,75;199,0014421;228,3329472
06/03/13;1422,26;1541,4589;38,78;24,08;142,57;54,79;25,86;11,01;36,83;35,43;56,31;35,72;199,7188423;229,8006714
07/03/13;1424,88;1544,2594;38,87;24,12;142,85;54,9;25,93;10,98;36,9;35,5;56,42;35,87;198,8568558;228,6217939
08/03/13;1428,72;1551,1792;39,08;24,23;143,5;55,15;25,99;10,95;37,03;35,62;56,66;35,9;200,05119;230,0655406
11/03/13;1434,83;1556,2243;39,19;24,31;143,97;55,33;26,07;10,96;37,11;35,7;56,89;36,08;200,3260604;230,7391725
12/03/13;1433,28;1552,4787;39,1;24,26;143,64;55,2;25,96;10,97;37,07;35,65;56,77;36,01;200,1411594;230,2670801
13/03/13;1429,84;1554,5184;39,18;24,3;143,87;55,3;25,83;10,97;37,07;35,66;56,86;35,84;200,0997302;230,0034243
14/03/13;1440,21;1563,2337;39,42;24,43;144,68;55,61;26,05;10,97;37,21;35,79;57,23;36,22;199,9814713;230,2099674
15/03/13;1444,48;1560,6961;39,35;24,39;144,44;55,52;26,08;10,98;37,08;35,66;57,26;36,38;200,0552644;231,0209971
18/03/13;1430,97;1552,1023;39,14;24,26;143,65;55,21;25,8;11;36,81;35,4;56,93;35,94;200,2069063;230,4767116
19/03/13;1426,75;1548,3419;39,04;24,2;143,31;55,08;25,7;11,01;36,65;35,25;56,79;35,79;200,109806;230,1999091
20/03/13;1434,35;1558,7115;39,32;24,36;144,26;55,45;25,84;10,99;36,91;35,5;57,16;35,99;200,0511738;230,4354036
21/03/13;1426,66;1545,803;38,82;24,16;142,4;54,99;25,6;11;36,57;35,17;56,75;35,84;199,4924309;229,2302264
22/03/13;1432,33;1556,8859;39,07;24,34;143,42;55,38;25,72;11;36,82;35,41;57,07;35,98;199,0164419;228,5876941
25/03/13;1426,71;1551,6917;38,95;24,26;142,94;55,2;25,55;11;36,71;35,3;56,84;35,72;199,5145801;228,8663425
26/03/13;1432,64;1563,772;39,25;24,45;144,1;55,65;25,71;11;36,99;35,57;57,22;35,78;200,1300826;229,9710803
27/03/13;1428,95;1562,8527;39,25;24,44;144,02;55,62;25,63;11,02;37,11;35,69;57,22;35,61;200,7162636;230,8001261
28/03/13;1434,62;1569,1859;39,4;24,54;144,61;55,84;25,73;11;37,29;35,85;57,52;35,75;200,3746445;230,3761463
01/04/13;1428,04;1562,1738;39,19;24,43;143,97;55,6;25,51;11,01;37,09;35,66;57,33;35,52;199,8893371;229,2383185
02/04/13;1435,41;1570,2522;39,32;24,56;144,71;55,88;25,67;11;37,28;35,84;57,58;35,81;201,05809;231,0795606
03/04/13;1425,59;1553,687;38,88;24,3;143,21;55,31;25,46;11,02;36,88;35,46;56,94;35,59;200,4050534;229,8895009
04/04/13;1422,22;1559,9793;39,05;24,4;143,8;55,53;25,57;11,05;36,9;35,48;57,22;35,78;200,6810111;231,5410271
05/04/13;1419,11;1553,2789;38,91;24,3;143,19;55,02;25,4;11,08;36,7;35,28;57;35,57;199,6892456;230,8086628
08/04/13;1426,45;1563,0713;39,18;24,46;144,14;55,39;25,5;11,06;36,95;35,52;57,31;35,72;200,3434275;231,9555511
09/04/13;1433,01;1568,6079;39,29;24,54;144,65;55,58;25,64;11,06;37,1;35,67;57,57;35,91;199,7175547;231,0796869
10/04/13;1452,41;1587,7318;39,79;24,84;146,42;56,27;25,98;11,03;37,55;36,1;58,17;36,46;200,8619363;233,5409166
11/04/13;1462,82;1593,3699;39,93;24,93;146,95;56,47;26,1;11,04;37,79;36,33;58,33;36,75;201,327936;234,8181519
12/04/13;1456,54;1588,8546;39,82;24,86;146,54;56,31;25,99;11,07;37,7;36,24;58,08;36,63;202,4300051;236,6544299
15/04/13;1431,09;1552,3636;38,82;24,29;143,17;55,02;25,4;11,08;36,81;35,38;56,82;36,04;202,2014616;236,0675269
16/04/13;1438,81;1574,567;39,39;24,64;145,22;55,8;25,8;11,07;37,32;35,87;57,55;36,39;201,6029453;235,2757564
17/04/13;1420,7;1552,0149;38,82;24,29;143,14;55,01;25,29;11,07;36,81;35,38;56,79;35,68;202,0992917;235,4100989
18/04/13;1413,72;1541,6134;38,56;24,13;142,18;54,64;25,25;11,08;36,52;35,1;56,46;35,62;201,8626335;234,8693619
19/04/13;1422,25;1555,2544;38,93;24,34;143,45;55,12;25,49;11,07;36,98;35,55;56,98;35,84;202,1730982;235,9579813
22/04/13;1427,08;1562,4995;39,1;24,45;144,12;55,38;25,58;11,08;37,17;35,72;57,15;35,93;202,370217;236,5339548
23/04/13;1443,86;1578,7756;39,53;24,71;145,62;55,96;25,82;11,07;37,46;36;57,79;36,46;203,37114;238,6109594
24/04/13;1450,79;1578,7895;39,56;24,71;145,64;55,97;26,05;11,07;37,45;36;58,14;36,8;203,4429301;238,7324124
25/04/13;1459,26;1585,1581;39,74;24,81;146,23;56,2;26,23;11,07;37,76;36,29;58,43;37,02;202,1164822;236,5000256
26/04/13;1457,8;1582,2357;39,65;24,77;145,97;56,09;26,18;11,09;37,58;36,11;58,34;37,01;202,7088856;237,7451983
29/04/13;1468,44;1593,6071;39,94;24,94;147,02;56,5;26,45;11,09;37,8;36,33;58,76;37,4;203,336675;238,9771939
30/04/13;1476,14;1597,5657;40,07;25,01;147,39;56,64;26,64;11,08;37,93;36,45;58,78;37,58;203,275064;239,2582311
01/05/13;1466,53;1582,7039;39,64;24,78;146,02;56,11;26,48;11,11;37,63;36,15;58,24;37,46;204,0080739;240,4803621
02/05/13;1469,72;1597,5908;40,04;25,01;147,41;56,65;26,53;11,1;38,02;36,53;58,74;37,41;204,2547196;240,5246105
03/05/13;1482,46;1614,4163;40,47;25,28;148,98;57,25;26,79;11,05;38,49;36,99;59,25;37,84;202,8586386;238,3021631
06/05/13;1481,85;1617,5007;40,57;25,32;149,26;57,36;26,75;11,05;38,58;37,07;59,34;37,73;202,3693436;237,2607826
07/05/13;1492,06;1625,9646;40,8;25,46;150,05;57,66;26,87;11,04;38,68;37,16;59,66;37,84;202,3157157;236,8273072
08/05/13;1503,66;1632,69;40,98;25,57;150,74;57,93;27,14;11,04;38,91;37,38;59,92;38,25;202,997115;238,4064717
09/05/13;1495,74;1626,6711;40,84;25,49;150,25;57,74;26,87;11,03;38,89;37,37;59,64;37,86;203,0263466;238,1284897
10/05/13;1495,84;1633,7015;41,04;25,6;150,9;57,99;26,92;11;39,18;37,64;59,81;37,97;202,3175816;236,6828117
13/05/13;1497,4;1633,7662;41,03;25,6;150,92;58;26,85;10,99;39,23;37,68;59,84;37,95;202,013296;236,1571391
14/05/13;1505,97;1650,3399;41,47;25,87;152,48;58,6;26,93;10,97;39,66;38,1;60,52;38,07;203,0960873;237,6742126
15/05/13;1510,87;1658,7847;41,68;26,01;153,31;58,92;26,97;10,98;39,78;38,21;60,92;38,2;204,2911046;239,934732
16/05/13;1508,02;1650,4737;41,47;25,88;152,55;58,62;26,81;11;39,46;37,91;60,69;38;204,3599507;240,4042843
17/05/13;1512,98;1667,4714;41,9;26,14;154,12;59,23;26,95;10,97;39,84;38,27;61,37;38,13;205,9743943;242,776113
20/05/13;1518,41;1666,2899;41,88;26,13;154,02;59,19;27,1;10,96;39,82;38,24;61,45;38,45;205,1675926;241,8399683
21/05/13;1520,64;1669,162;41,95;26,17;154,29;59,29;27,15;10,98;39,88;38,3;61,6;38,51;205,2636111;242,1127638
22/05/13;1512,9;1655,3481;41,54;25,96;153,03;58,81;26,92;10,94;39,48;37,92;61,11;38,21;206,1158656;242,7969744
23/05/13;1493,44;1650,5102;41,45;25,89;152,6;58,64;26,53;10,94;39,31;37,75;60,97;37,55;203,4013196;237,5345928
24/05/13;1492,74;1649,6048;41,41;25,88;152,53;58,61;26,36;10,94;39,28;37,72;60,96;37,22;202,802913;236,3286297
28/05/13;1497,13;1660,0596;41,69;26,04;153,49;58,98;26,43;10,87;39,58;38,01;61,42;37,39;203,9948239;237,3710855
29/05/13;1489,44;1648,3633;41,38;25,86;152,43;58,58;26,26;10,89;39,38;37,81;61,13;37,04;201,2945444;233,0397753
30/05/13;1491,79;1654,4111;41,57;25,96;153,02;58,8;26,33;10,88;39,55;37,98;61,47;37,22;200,0712774;231,7233336
31/05/13;1471,93;1630,7419;41,01;25,59;150,83;57,96;25,85;10,87;39,01;37,45;60,57;36,53;199,7881766;230,5042371
03/06/13;1472,74;1640,4206;41,21;25,74;151,74;58,31;25,97;10,87;39,06;37,51;61,04;36,61;197,3243888;226,9685327
04/06/13;1473,48;1631,3844;40,97;25,6;150,91;57,99;26,01;10,85;38,87;37,32;60,73;36,84;197,6075493;227,1040329
05/06/13;1450,95;1608,8987;40,42;25,26;148,87;57,21;25,54;10,87;38,32;36,79;59,92;36,09;196,093085;223,969543
06/06/13;1454,91;1622,5585;40,79;25,47;150,15;57,7;25,65;10,87;38,7;37,16;60,5;36,19;194,5492442;221,4321921
07/06/13;1470,22;1643,3791;41,29;25,8;152,08;58,44;25,78;10,83;39,25;37,68;61,14;36,55;195,7087576;223,185935
10/06/13;1473,13;1642,8127;41,3;25,79;152,04;58,43;25,8;10,81;39,26;37,7;61,22;36,71;196,3851271;224,3648031
11/06/13;1463,42;1626,1322;40,87;25,53;150,49;57,84;25,47;10,82;38,82;37,27;60,53;36,37;195,7219345;222,9701515
12/06/13;1457,57;1612,5248;40,53;25,32;149,27;57,36;25,36;10,79;38,45;36,91;60,17;36,26;194,8828746;221,8575305
13/06/13;1464,26;1636,3649;41,16;25,7;151,5;58,22;25,67;10,83;38,94;37,38;60,98;36,62;194,6199776;221,6989023
14/06/13;1463,83;1626,7265;40,93;25,55;150,61;57,88;25,47;10,84;38,73;37,18;60,54;36,44;194,0911951;221,1200465
17/06/13;1476,97;1639,0394;41,22;25,74;151,75;58,32;25,78;10,83;38,99;37,43;60,99;36,89;194,5956381;222,2216666
18/06/13;1483,04;1651,8068;41,56;25,94;152,93;58,77;25,86;10,82;39,34;37,76;61,38;37,03;195,3781072;223,6494408
19/06/13;1474,88;1628,9262;40,99;25,58;150,81;57,96;25,38;10,76;38,9;37,34;60,58;36,46;194,6745506;222,5549004
20/06/13;1423,87;1588,1888;39,96;24,95;147,07;56,52;24,56;10,7;37,93;36,41;59,18;35,28;195,8209891;223,2009773
21/06/13;1421,19;1592,4285;39,86;25,02;146,71;56,67;24,27;10,63;37,88;36,36;59,28;35,22;195,2548706;221,8564146
24/06/13;1400,98;1573,0905;39,37;24,71;144,93;55,98;23,84;10,6;37,45;35,95;58,55;34,61;195,1953179;221,282472
25/06/13;1412,53;1588,0258;39,77;24,95;146,32;56,52;24,04;10,59;37,77;36,25;59,25;34,94;195,1355881;221,246403
26/06/13;1425,51;1603,2569;40,14;25,19;147,76;57,07;24,22;10,62;38,22;36,68;59,75;35,15;195,9736954;222,6661412
27/06/13;1436,03;1613,1958;40,46;25,35;148,68;57,43;24,54;10,66;38,49;36,94;59,52;35,6;196,4044456;223,712672
28/06/13;1433,55;1606,2776;40,31;25,24;148,05;57,18;24,55;10,67;38,46;36,9;59,22;35,47;196,7905768;223,8911947
01/07/13;1444,33;1614,9625;40,58;25,38;148,87;57,5;24,78;10,68;38,71;37,14;59,48;35,85;196,004792;222,6721072
02/07/13;1444,86;1614,0827;40,56;25,37;148,82;57,48;24,65;10,68;38,67;37,11;59,33;35,74;196,3668128;222,9571275
03/07/13;1440,59;1615,4112;40,59;25,39;148,94;57,53;24,54;10,67;38,73;37,16;59,3;35,59;196,5517904;223,1970294
05/07/13;1449,05;1631,8869;41,02;25,65;150,46;57,84;24,61;10,56;39,13;37,55;59,94;35,69;199,1091751;226,7086238
08/07/13;1457,52;1640,4609;41,23;25,79;151,3;58,16;24,69;10,6;39,22;37,63;60,47;35,99;198,3073624;225,5598912
09/07/13;1468,47;1652,3154;41,54;25,98;152,39;58,58;24,84;10,61;39,46;37,86;60,82;36,15;198,5905453;225,6753779
10/07/13;1473,31;1652,6175;41,56;25,99;152,43;58,59;24,93;10,59;39,56;37,95;60,71;36,37;198,0485917;225,4476714
11/07/13;1496,67;1675,0237;42,12;26,34;154,51;59,39;25,6;10,64;40,15;38,51;61,52;37,23;196,2152559;223,0207273
12/07/13;1498,31;1680,1912;42,26;26,42;154,98;59,57;25,49;10,64;40,4;38,76;61,66;37,03;196,7917363;224,395204
15/07/13;1500,94;1682,5003;42,34;26,46;155,2;59,66;25,64;10,66;40,43;38,78;61,88;37,21;197,1184106;224,9692069
16/07/13;1500,53;1676,2583;42,17;26,36;154,62;59,44;25,64;10,67;40,29;38,65;61,64;37,26;195,9291952;223,3779997
17/07/13;1503,38;1680,9094;42,3;26,44;155,07;59,61;25,75;10,69;40,48;38,83;61,75;37,36;196,3063589;224,2067321
18/07/13;1511,13;1689,3717;42,54;26,57;155,87;59,91;25,86;10,67;40,7;39,04;62,12;37,57;196,7341105;224,849757
19/07/13;1513,52;1692,088;42,6;26,62;156,12;60,01;25,84;10,7;40,74;39,08;62,23;37,59;196,2961804;224,3562118
22/07/13;1520,62;1695,5277;42,69;26,67;156,44;60,14;25,95;10,71;40,85;39,18;62,43;37,74;195,2373588;222,8110706
23/07/13;1519,77;1692,387;42,62;26,62;156,15;60,02;26,08;10,7;40,78;39,12;62,46;37,86;194,9361075;222,4750715
24/07/13;1518,38;1685,9366;42,44;26,52;155,56;59,8;25,98;10,67;40,64;38,98;62,2;37,78;195,5762777;223,3789877
25/07/13;1517,72;1690,2531;42,61;26,59;155,96;59,95;26,07;10,67;40,76;39,1;62,25;37,81;194,8178329;222,1881543
26/07/13;1516,21;1691,6462;42,61;26,61;156,09;60;25,91;10,68;40,74;39,07;62,2;37,55;194,4225475;221,5931344
29/07/13;1508,86;1685,3308;42,44;26,51;155,52;59,78;25,69;10,67;40,5;38,84;62,03;37,27;194,1546332;220,9389915
30/07/13;1510,32;1685,9589;42,5;26,53;155,58;59,81;25,68;10,66;40,58;38,91;61,91;37,3;194,8108759;222,1621098
31/07/13;1507,91;1685,725;42,51;26,52;155,58;59,8;25,68;10,67;40,6;38,94;62,03;37,39;194,8564617;222,1321179
01/08/13;1524,91;1706,8679;43,08;26,86;157,54;60,56;25,92;10,62;41,24;39,54;62,79;37,73;196,915315;226,5627651
02/08/13;1533,85;1709,6727;43,15;26,9;157,81;60,66;26,08;10,67;41,34;39,64;62,86;38,07;196,3734041;226,0360067
05/08/13;1530,46;1707,1371;43,11;26,86;157,59;60,58;26,1;10,65;41,29;39,59;62,8;38,09;196,4674669;226,0690079
06/08/13;1528,06;1697,3676;42,82;26,71;156,69;60,23;25,99;10,65;41;39,31;62,48;38,04;195,6261932;224,9734775
07/08/13;1519,33;1690,9104;42,65;26,62;156,15;60,02;25,85;10,66;40,84;39,16;62,28;37,85;194,7920432;223,1444431
08/08/13;1527,82;1697,4821;42,84;26,73;156,79;60,27;26,1;10,67;41;39,31;62,57;38,13;193,865807;221,2561949
09/08/13;1526,9;1691,4241;42,72;26,64;156,26;60,06;26,15;10,67;40,93;39,24;62,34;38,24;193,6585644;220,7895655
12/08/13;1524,06;1689,4741;42,7;26,61;156,08;60;26,15;10,66;40,79;39,11;62,16;38,14;193,2176039;219,9909697
13/08/13;1527,19;1694,1637;42,78;26,69;156,55;60,18;26,3;10,61;40,87;39,18;62,37;38,31;194,4816335;222,7551562
14/08/13;1527,04;1685,3885;42,57;26,55;155,77;59,88;26,29;10,61;40,65;38,97;62,14;38,35;194,0701103;222,2414828
15/08/13;1508,14;1661,3159;41,95;26,18;153,57;59,03;26,16;10,58;40,16;38,49;61,36;38,14;193,0780239;219,9268378
16/08/13;1508,8;1655,8265;41,81;26,09;153,07;58,84;26,16;10,55;40,1;38,44;61,2;38,21;193,226694;220,6932828
19/08/13;1501,39;1646,0583;41,55;25,94;152,18;58,5;25,95;10,52;39,89;38,24;60,73;37,97;192,7484579;220,026127
20/08/13;1500,59;1652,348;41,78;26,04;152,76;58,72;25,87;10,55;40,08;38,41;60,94;37,84;192,3319285;219,3739696
21/08/13;1489,65;1642,8017;41,55;25,89;151,89;58,38;25,54;10,51;39,91;38,26;60,52;37,42;192,0153502;218,4308809
22/08/13;1497,8;1656,9571;41,93;26,12;153,2;58,89;25,78;10,51;40,34;38,66;60,95;37,76;193,1004289;220,4895919
23/08/13;1508,49;1663,5034;42,1;26,22;153,83;59,13;25,98;10,55;40,46;38,78;61,34;38,03;193,6849439;221,5411068
26/08/13;1504,41;1656,7845;41,97;26,12;153,21;58,89;25,83;10,57;40,46;38,78;61,02;37,88;192,7697825;219,6026221
27/08/13;1484,4;1630,477;41,26;25,71;150,77;57,96;25,43;10,6;39,79;38,13;60,03;37,32;191,9071378;217,9351794
28/08/13;1480,03;1634,9565;41,38;25,78;151,22;58,13;25,37;10,57;39,95;38,29;60,17;37,18;192,2913359;218,787088
29/08/13;1481,11;1638,1669;41,51;25,83;151,54;58,25;25,42;10,59;40,11;38,44;60,32;37,16;192,2103812;218,2171477
30/08/13;1472,74;1632,9712;41,32;25,75;151,07;58,07;25,25;10,58;39,93;38,27;60,12;36,77;191,4478826;216,5054524
03/09/13;1486,06;1639,7702;41,49;25,86;151,7;58,32;25,64;10,54;40,32;38,64;60,29;37,41;192,3802735;218,9092947
04/09/13;1496,29;1653,0765;41,84;26,08;152,97;58,8;25,82;10,52;40,64;38,94;60,77;37,62;192,1194058;218,9082001
05/09/13;1497,58;1655,0775;41,9;26,11;153,16;58,88;25,85;10,47;40,74;39,04;60,9;37,6;193,5451239;220,9860768
06/09/13;1502,4;1655,1655;41,93;26,11;153,19;58,89;26,01;10,5;40,77;39,06;60,92;37,82;192,6451391;219,9335201
09/09/13;1515,91;1671,7135;42,39;26,38;154,73;59,48;26,39;10,52;41,21;39,49;61,35;38,27;192,2850854;219,6867547
10/09/13;1529,14;1683,9873;42,71;26,57;155,86;59,92;26,69;10,49;41,54;39,8;61,89;38,71;192,8523264;220,3519662
11/09/13;1535,73;1689,1287;42,84;26,65;156,36;60,11;26,8;10,52;41,72;39,97;62,13;38,88;192,5358557;219,8914306
12/09/13;1532,93;1683,4218;42,69;26,57;155,88;59,92;26,63;10,52;41,62;39,87;61,82;38,73;192,7513033;220,0508519
13/09/13;1533,72;1687,988;42,81;26,64;156,3;60,08;26,71;10,53;41,66;39,91;62,02;38,83;192,9858816;220,4671881
16/09/13;1546,52;1697,5997;43,03;26,8;157,19;60,43;26,93;10,54;41,83;40,07;62,36;39,19;192,542979;219,8280537
17/09/13;1547,24;1704,7613;43,26;26,91;157,86;60,68;26,99;10,55;42,01;40,25;62,62;39,16;192,5843758;219,7286914
18/09/13;1561,53;1725,5238;43,76;27,24;159,78;61,42;27,61;10,62;42,55;40,76;63,2;40,26;193,3963115;221,637914
19/09/13;1573,13;1722,3425;43,7;27,19;159,51;61,32;27,51;10,61;42,51;40,72;63,04;40;192,8876792;220,57649
20/09/13;1563,26;1709,9127;43,19;26,99;157,56;60,88;27,18;10,61;42,31;40,53;62,55;39,84;192,5318014;220,4289244
23/09/13;1557,87;1701,8412;43;26,87;156,82;60,59;27,17;10,63;42,03;40,26;62,25;39,74;191,5812719;218,4294136
24/09/13;1555,57;1697,4228;42,93;26,8;156,43;60,44;27,14;10,65;42,06;40,29;62,03;39,7;191,3770463;218,1895781
25/09/13;1553,75;1692,7662;42,85;26,73;156,01;60,27;27,14;10,67;41,96;40,19;61,93;39,78;190,771338;217,0608834
26/09/13;1556,74;1698,6658;43,02;26,83;156,58;60,5;27,21;10,65;42,24;40,46;62,07;39,88;190,8148338;217,397979
27/09/13;1554,99;1691,7452;42,85;26,72;155,95;60,25;27,14;10,66;42,2;40,42;61,94;39,82;190,4822436;217,0668818
30/09/13;1543,67;1681,5467;42,63;26,56;155,02;59,89;26,95;10,66;42,01;40,23;61,58;39,51;189,5944058;215,2168208
01/10/13;1553,51;1694,9974;43,02;26,77;156,27;60,38;27,11;10,65;42,4;40,6;62,03;39,73;190,5004775;216,9194011
02/10/13;1551,02;1693,8697;42,98;26,76;156,19;60,34;27,1;10,66;42,38;40,59;62,01;39,63;190,3396951;216,5933712
03/10/13;1542,79;1678,6573;42,59;26,52;154,79;59,8;27,03;10,66;42,06;40,28;61,59;39,55;190,0353419;215,9403422
04/10/13;1547,5;1690,5036;42,9;26,71;155,89;59,92;27,07;10,65;42,34;40,55;61,95;39,48;190,1537339;216,0116025
07/10/13;1536,4;1676,1162;42,52;26,48;154,56;59,41;26,88;10,66;41,93;40,15;61,45;39,25;189,1921265;214,2197863
08/10/13;1523,13;1655,4494;41,95;26,16;152,7;58,69;26,69;10,65;41,26;39,5;60,76;38,93;188,3295996;212,5242367
09/10/13;1519,78;1656,3992;41,93;26,18;152,81;58,73;26,78;10,64;41,09;39,34;60,78;38,99;187,5934192;211,246966
10/10/13;1545,94;1692,5627;42,87;26,75;156,17;60,02;27,18;10,64;41,98;40,19;62,2;39,56;189,2496815;214,7393008
11/10/13;1557,35;1703,1952;43,17;26,92;157,15;60,4;27,36;10,64;42,26;40,46;62,56;39,82;189,9423353;216,4499141
14/10/13;1562,77;1710,1447;43,35;27,03;157,79;60,65;27,43;10,63;42,46;40,65;62,81;39,92;189,9089055;216,4148492
15/10/13;1558,19;1698,064;43,04;26,84;156,67;60,22;27,35;10,63;42,24;40,44;62,33;39,93;189,8836476;216,5693694
16/10/13;1570,34;1721,5443;43,63;27,21;158,86;61,06;27,55;10,66;42,83;41;63,19;40,14;190,4014603;217,695097
17/10/13;1586,64;1733,1502;43,95;27,4;159,94;61,47;27,83;10,69;43,03;41,2;63,79;40,58;191,1457396;219,3726554
